Vmag,Plx,B-V,Amag,TargetClass
5.5,9.753050940772518,-0.046,15.636747,1
7.72,18.668559106480068,0.62,19.022741,1
7.17,6.026373040939477,1.002,16.14244,0
9.75,15.170055542150196,0.814,20.647758,1
7.68,1.5344564165156376,1.028,15.387896,0
8.94,5.577868307203847,0.409,17.81987,1
8.31,6.285280226623393,0.584,17.557098,1
8.05,1.4397753771943296,1.548,13.685524,0
9.24,8.973388399236478,0.529,19.016033,1
4.78,17.592361800700193,0.12,15.864786,1
6.02,11.788770717775904,0.312,16.499332,1
7.98,11.452930565175992,0.396,18.210524,1
8.51,1.6906809830425251,0.616,12.32714,0
8.03,7.309280749639603,0.435,17.396603,1
7.71,8.244133835706258,0.5,17.150898,1
8.49,4.541674803329782,0.426,17.257915,0
8.81,1.8883096812070432,1.473,15.982845,0
7.07,18.42893021682262,0.508,18.445404,1
8.12,5.47713804657278,1.117,16.948343,0
9.16,3.125565102598065,1.045,15.273582,0
10.3,3.5064070908093647,0.254,14.296703,1
5.45,1.787449534434186,0.886,12.968954,0
8.57,7.438483782994382,0.874,18.027687,1
7.55,3.5644508360420923,1.227,14.087481,0
7.73,5.250858160284877,0.33,16.631586,1
7.43,16.8362165913639,0.482,18.49759,1
6.94,2.3640401529167887,1.504,13.938368,1
6.68,20.38908974320936,0.987,18.229216,1
8.75,3.855063019983584,0.44,16.962322,1
8.5,7.284487184522771,0.593,17.80169,1
7.86,4.2355004486875885,0.059,15.586536,0
9.27,12.5384658498341,0.652,19.527693,1
8.38,3.5732902723394995,1.1,15.334676,0
7.71,5.336802657453272,1.038,16.21352,0
8.14,3.08284084331454,0.972,15.304847,0
9.07,1.2706751130640532,0.97,14.67287,0
7.62,17.473814822807856,0.758,18.798904,1
8.11,1.5196313473523488,1.067,13.629019,0
9.01,4.709330567571473,1.096,16.60257,0
8.14,13.289215024088897,0.593,18.909073,1
8.13,0.0071054904744045,0.154,11.751379,0
8.21,1.1904562289725935,1.557,14.682331,0
8.48,1.230609373822636,2.266,11.746062,0
4.44,10.72839320593489,1.5,14.584888,0
9.6,4.746746555399618,0.425,18.38698,1
9.09,0.7560207179197911,1.424,10.366363,0
8.88,7.896294915739181,0.455,18.067944,1
9.24,2.1652047935493486,0.983,16.104559,1
7.45,2.870482913718681,0.045,15.647432,1
6.09,9.349159916111288,1.125,15.767536,0
8.84,6.146898386956382,1.042,17.042408,0
7.62,6.765462598381961,0.293,16.592442,1
9.9,0.8212619155154359,0.451,17.104546,1
7.94,3.26835197898857,-0.023,15.168021,1
7.85,18.348927092318004,0.556,19.442404,1
7.35,3.773128079999831,1.169,15.051647,0
8.38,6.409923521599305,0.427,17.163181,1
9.22,0.0096462363825029,0.993,16.2527,1
8.45,0.6390917735035642,1.611,13.147596,0
9.37,0.3525931539049547,1.06,17.021,0
7.3,4.751404157160316,1.117,16.11714,0
7.17,0.1710918108665637,1.537,12.4922905,0
8.19,3.058596948883191,1.138,16.01924,0
6.25,5.900083006878647,1.368,14.887706,0
8.68,8.567403202102515,0.485,17.523191,1
7.03,16.17898616806489,0.415,18.121365,1
8.49,6.0556797428934495,1.107,17.187862,1
9.8,3.940510494030121,0.669,18.017263,1
9.27,6.434413463911148,0.645,18.705273,1
8.71,3.1922057570505795,0.922,16.16681,0
8.37,12.012298647023243,0.428,18.61221,1
6.44,5.740345252145076,1.094,15.74169,0
9.12,6.574823958128831,0.463,17.657852,1
7.83,2.997058520285373,1.256,15.149465,0
10.05,11.601830571698674,0.563,20.149734,1
9.9,48.0470651309049,1.318,23.313883,1
5.59,6.661815025224007,1.185,14.165836,0
7.03,4.807208905109758,1.605,14.37911,0
8.76,1.038250389457195,1.551,9.329717,0
7.96,4.894849189603386,0.544,16.78088,1
9.11,3.626251459578062,1.376,17.008919,0
8.21,6.603932045890503,0.373,16.422321,1
8.07,3.3113928986310537,0.088,16.002937,1
6.51,7.147967474785194,0.181,15.258682,0
8.61,14.13710532028994,0.607,18.998655,1
10.58,0.8698950301281316,1.316,17.831245,0
9.49,7.172891645292513,0.524,18.794683,1
8.91,0.940845291598932,1.576,11.865322,1
5.55,2.9990100952852,1.388,12.831831,0
4.67,7.8249914620894945,1.047,14.352569,0
8.12,3.621316733228105,0.947,15.454338,0
7.96,2.521055644649794,0.973,15.309111,0
7.66,3.8251300866438154,1.298,15.723919,0
8.44,2.2976502334242337,1.3,14.334885,0
8.94,8.37201609345474,0.348,18.12162,1
6.59,57.0902304958824,0.749,20.360212,1
6.15,31.0027744159986,0.603,18.633957,1
8.92,19.47991186308759,0.76,20.32744,1
5.81,9.037647168011423,1.466,15.595642,0
6.71,7.496192985408971,0.264,16.023638,1
7.97,3.799513424266266,1.077,13.879217,0
8.25,5.725342820507319,0.462,17.155186,1
9.04,9.968790978971176,0.52,18.991695,1
9.19,2.6390429584290023,1.547,13.594068,0
6.88,7.500188000734154,1.293,16.071095,0
8.67,4.646037653444102,0.428,17.291378,1
8.94,7.711805998436508,0.536,17.845184,1
6.54,6.894054875209885,0.97,15.808492,0
9.58,5.365679562993378,0.593,18.039825,1
7.31,7.747717685948755,0.402,16.450075,1
7.48,25.823300750283455,0.589,19.439085,1
9.82,1.1955207273220163,1.477,14.708618,0
8.76,0.4980001533409015,1.743,15.318769,0
6.19,25.541340295143097,0.386,18.230352,1
9.64,0.2709553155287785,0.57,15.089526,0
7.98,4.00594568201709,1.212,15.321737,0
9.22,8.450171996119927,0.55,18.426798,1
5.91,9.575848925180166,0.97,15.899115,0
10.45,16.134960306819547,1.072,21.271763,1
6.87,2.6865294828067268,1.66,14.082399,0
8.77,2.732971458013058,1.108,15.009867,0
7.03,2.779726972240344,1.557,14.393782,0
5.83,11.77965009082713,0.569,16.309332,1
8.86,7.63708499461077,0.395,18.645641,1
8.64,1.3310695432952993,1.397,14.431812,0
10.1,4.944162696017527,0.46,18.28244,1
7.49,1.5534099353687267,1.38,12.032425,0
6.66,21.772242467232424,0.462,18.334278,1
6.62,1.5506494497622,1.531,13.93199,0
9.38,2.18316186353954,0.705,17.368477,1
8.36,11.429153588171465,0.531,18.721249,1
9.72,0.4817104744050378,0.458,15.767575,1
8.08,1.7532171024728638,1.438,14.140938,0
8.99,5.74009990820881,0.549,18.212385,1
6.98,6.622481946032042,1.046,16.116846,0
7.14,2.197523676639611,1.655,14.022884,0
8.85,4.395576406708299,1.255,15.732885,0
8.47,3.733117951819652,1.289,15.796914,0
8.38,0.9191908866561492,1.48,12.755306,0
6.98,12.09299279008926,0.309,17.413578,1
8.67,3.783450385689868,0.294,15.936592,0
7.3,19.07752992975575,0.694,18.841755,1
9.45,1.6570475287954929,1.115,16.029852,1
8.5,5.415462845848801,0.46,17.343191,1
7.33,1.6012956471780844,1.036,11.460374,0
9.73,5.6210285240071824,0.501,19.122608,1
6.44,21.977372669043064,0.847,18.10522,1
5.29,13.734135874817152,0.002,15.807309,1
8.72,4.212873384334473,0.462,17.108036,1
7.13,4.365605294924491,1.64,14.628435,0
6.82,2.3912687596611617,1.425,14.775324,0
8.18,17.504009006534716,0.53,19.29618,1
7.88,9.332563042806418,0.615,17.53983,1
8.74,3.0888265099548686,0.18,15.604559,1
9.56,97.5467660975162,1.463,24.547806,1
7.01,14.40805480465078,0.625,17.746836,1
9.83,3.2565232978481125,0.559,18.139065,1
6.8,2.9198698529774183,1.578,13.7897005,0
9.12,4.36246520219526,1.404,16.751698,0
9.8,7.25732712215432,0.536,18.65426,1
5.94,4.5869673490949925,-0.003,14.225279,0
9.25,0.3618932149358335,0.891,14.645906,1
8.71,0.1914574810489855,1.259,14.546587,0
9.91,1.403949195159066,0.446,17.138021,1
10.96,1.1510891802129548,-0.049,12.353767,0
8.05,7.477304860594556,0.98,16.286915,0
8.49,3.811769467856819,1.356,15.702399,0
9.34,9.457052294939766,0.645,19.210255,1
9.08,1.3552589136536106,1.094,16.90333,0
7.81,12.99565512066873,0.607,18.69335,1
6.85,20.023235353094456,0.569,18.356236,1
9.63,7.0390242459416665,0.594,18.901531,1
8.01,15.908009092609086,0.656,19.160967,1
9.23,1.759732016682301,0.489,15.369432,1
8.12,4.158142689005865,1.172,16.988932,0
6.34,6.014428918590703,-0.011,15.350447,1
8.45,4.397963090055142,0.098,16.107395,1
9.3,3.707394445183221,1.169,18.194374,0
7.68,4.403155247441195,1.024,14.704168,0
7.64,2.227757923662374,1.533,13.461764,0
8.71,0.7067152360169076,0.941,15.54678,0
7.39,3.0932077764082737,-0.165,14.942724,1
5.83,5.133961846800326,0.743,14.601742,0
8.38,5.573165257745433,0.43,17.444569,1
7.76,4.6993201293730165,1.095,16.393637,0
7.8,3.326119012996984,1.208,15.0124,0
6.74,6.597245942097773,1.136,16.430096,0
8.7,0.2410899117603928,1.009,12.925489,0
9.39,4.213429225806106,0.443,18.379799,1
7.98,4.991138626788823,0.97,16.202192,0
8.35,8.44949688396534,0.437,17.544247,1
7.11,10.746359859135948,0.433,16.782494,1
7.89,0.9513911693228716,1.642,13.8832855,0
6.51,4.879782945311365,-0.07,14.847265,0
6.47,9.386975275674864,0.242,16.155079,1
9.08,8.774301084358504,0.495,16.92687,1
8.74,2.7812184995764078,1.118,15.880674,0
9.0,67.74924664561615,1.289,23.1128,1
7.48,0.0836148715190545,1.185,14.070316,0
8.77,0.1034694986437805,1.282,15.152309,0
6.25,5.045170992451801,1.225,15.133506,0
9.41,6.459086310702132,0.75,18.245779,1
8.98,2.8249585539301867,0.94,17.448635,0
9.07,9.895624296982666,0.68,19.2631,1
8.85,5.54894624744132,0.631,18.307688,1
9.14,1.7939999027758682,1.019,16.2065,0
9.43,2.144679596413878,0.39,16.200542,1
7.39,2.6931054219852166,1.417,15.231009,0
7.11,3.921090209393536,1.528,14.921465,0
7.48,2.695419472442546,1.64,14.192114,0
5.9,5.425558995253574,1.536,14.585962,0
8.38,7.722970100705017,0.404,17.669676,1
8.34,1.7239729070607774,0.918,15.129675,0
10.28,5.26935773496308,0.405,19.416847,1
9.09,1.9632907634438328,1.478,16.294546,0
9.39,3.651571044306349,0.448,17.602322,1
6.32,6.926136271910218,1.099,15.529924,0
9.42,8.856386265820907,0.519,18.440697,1
7.79,0.9190192122293582,0.364,12.632415,0
6.25,2.98655924261831,-0.042,13.19583,0
5.76,122.05482788435155,0.88,21.205109,1
5.92,21.83639601441972,0.302,17.77164,1
7.15,3.175255108140668,1.2,15.64485,0
8.76,8.936860383101621,0.546,18.63716,1
6.6,7.535453990240321,-0.04,16.131676,0
8.68,4.152747319175656,0.529,18.165386,1
8.07,23.40635953420011,0.651,19.93548,1
10.36,47.18112113269226,1.34,23.969465,1
8.83,20.48207360128925,0.761,20.463728,1
8.77,4.107592934497413,1.157,16.545473,0
7.17,16.002363734562334,0.587,18.210863,1
5.42,10.993009584844932,0.146,15.687313,0
7.1,5.661956854288103,0.906,15.688353,0
8.19,5.050025930277634,0.97,15.995506,0
7.65,2.921380098768517,1.368,15.351647,0
9.29,7.637671737706698,0.657,18.775385,1
7.52,2.4641712445834454,0.99,15.594486,0
8.6,0.4178861614789366,0.741,15.545831,0
9.49,15.505568311912636,0.739,20.5536,1
8.57,4.5121914102967855,0.3,17.287548,0
2.04,34.01629610282581,1.019,14.699948,0
8.01,1.4929049968866783,0.912,15.314489,1
8.37,1.624174650718004,0.952,15.929417,0
7.54,7.120540072912995,0.203,16.746798,1
8.11,3.324217755355095,1.109,15.9095335,0
12.1,264.5124035878186,1.85,29.249165,1
7.95,7.147486036367972,1.067,16.883757,1
8.1,8.43138269445564,0.944,17.523977,1
7.49,0.5603878488449145,1.645,11.554566,0
8.78,1.057729498834005,1.156,14.332949,0
6.26,7.308596499243156,1.013,15.211426,0
8.98,2.2661302862007098,0.966,16.611696,1
7.35,10.399142834614604,1.205,17.089619,0
5.89,2.975913316653168,-0.146,13.794624,1
7.44,1.8604627835884409,1.633,10.800489,0
5.38,13.19975919425724,1.069,15.897309,0
6.89,11.550504811051676,0.362,17.223492,1
9.27,11.516515362784409,0.576,19.655022,1
9.5,5.282915137976196,0.493,18.23706,1
9.45,1.515151520873168,1.415,13.446703,1
6.98,3.730971052455837,1.6,14.57914,0
7.68,3.9583809774720815,1.57,15.036459,1
7.18,1.2837147857441762,1.303,13.357642,0
8.79,8.468422994589522,0.88,18.247688,1
9.35,2.0364432464469786,0.921,16.661991,1
7.02,9.237212921306298,1.099,16.64398,0
8.44,4.926786404417405,1.217,16.11647,0
7.09,8.42542069170487,0.999,16.324776,0
7.82,3.8596404579562673,1.323,15.283802,0
9.47,4.066745904576113,0.442,16.674545,1
8.52,3.734335077786903,1.175,16.36687,0
5.08,5.581108496808522,-0.098,14.127798,0
8.11,2.271504279754986,1.579,14.223581,0
8.86,1.6437057337060303,1.096,15.687439,0
7.37,4.580916434243827,0.167,15.912105,1
7.91,30.19616788715944,0.799,20.391188,1
8.39,3.907550796143489,1.367,16.21924,0
8.45,0.5003509049265698,1.467,13.951853,0
9.21,0.7686512754460484,0.36,16.93034,1
8.06,2.0117780023136955,1.378,14.7120695,0
7.87,8.35669566582189,0.23,17.714748,1
8.67,0.0083476176529836,0.263,12.12098,1
5.7,9.401697419337207,1.264,15.419944,0
6.78,8.470758808124517,0.451,16.565641,0
7.23,2.3292781135524288,1.593,14.4345455,0
9.34,8.74744037251822,0.771,18.360697,1
9.72,6.268366534551015,0.57,18.635944,1
9.25,10.99914940835662,0.465,19.15456,1
8.8,2.34950269112282,0.331,17.268635,0
9.21,4.167152524647685,0.533,17.203953,1
3.95,20.100911589031572,-0.002,15.46814,1
7.88,17.858828036195472,0.447,18.695807,1
7.33,24.554322504017644,0.629,19.353313,1
4.34,20.3142819802633,0.871,15.772284,0
9.07,2.146221926463089,0.68,12.186246,0
8.11,5.41915978577227,1.031,16.677452,1
7.44,3.498626204860875,1.279,16.007452,0
9.14,3.507764538036372,1.08,16.474339,0
6.99,4.354592085623549,1.187,15.131945,0
7.81,7.27902690960901,0.449,17.202608,1
8.92,13.180444951395636,0.609,19.416676,1
9.71,0.6833673722714582,0.442,7.7202997,0
8.91,3.642990462979704,1.047,16.941906,0
9.26,5.467419053247896,0.3,17.569065,1
9.4,7.641708505145135,0.506,18.743221,1
9.27,3.195927414539325,0.528,17.971813,1
8.9,5.426768151584214,1.403,16.904865,0
6.85,1.600189287984283,1.6,13.114265,0
8.77,16.37222196419002,0.531,19.631554,1
9.39,9.272981220723366,0.552,18.627865,1
8.71,6.878688795026359,0.452,17.379997,1
8.76,5.347103387239025,1.077,16.807972,0
9.0,1.7617123279249192,0.003,15.75124,1
10.12,2.657109528736526,0.364,17.378933,1
7.86,11.48267829225868,0.759,17.982428,1
8.06,28.38170103660636,0.849,20.285686,1
9.15,3.312458348041066,0.363,16.346664,0
8.66,3.312185588170972,0.79,15.542885,0
8.32,0.3242829772231411,1.385,10.3097,0
9.81,3.815201634382085,0.277,14.652415,1
4.79,24.576588313917664,0.29,16.734943,1
6.77,39.29695434838408,0.648,19.717514,1
7.45,9.162391362750874,0.332,17.401695,1
7.01,28.88714929768191,0.567,19.370125,1
8.73,1.4057292382819355,1.321,13.377094,0
9.2,4.064535154636729,0.228,17.24263,0
6.18,12.298395637064695,0.447,16.751387,0
9.67,3.928687755865721,0.524,16.372221,1
9.69,3.696594950839656,1.258,16.925789,0
9.95,4.667457448836114,0.5,17.965721,1
8.03,2.284694674381853,1.146,15.3419895,0
8.49,5.784310745936038,0.34,16.808504,1
9.08,1.385085997968166,1.296,16.163202,0
7.87,5.938690056623805,1.047,15.858477,0
7.46,4.245183820933974,0.729,16.085472,0
7.61,3.055115475344349,1.626,14.876593,0
6.63,1.0370395198084574,1.697,13.645603,0
7.34,3.704580471820541,1.496,14.8315525,0
5.14,5.849649944803488,1.587,13.62178,0
9.38,7.222179973763161,0.643,18.792622,1
8.43,2.6065850347681563,1.484,16.47263,0
9.49,7.92310125635874,0.476,19.088005,1
8.7,5.866956102462602,0.954,17.004328,0
8.66,19.808877782417223,0.743,20.280384,1
7.72,23.43832233401378,0.613,19.692257,1
6.58,5.0762437016136825,1.189,15.1516485,0
8.8,2.564557822862999,1.004,15.541525,0
8.07,0.758962213671748,1.322,12.100899,0
9.12,0.9901747003340068,0.687,16.021057,1
9.4,2.55548869021629,0.98,17.399414,0
5.73,6.108291136298821,1.574,14.359558,0
9.81,4.06936949974221,0.437,17.737305,1
6.06,18.182949602725763,0.271,17.294952,1
6.39,8.630399738159278,1.122,16.013979,0
9.19,8.310550211523715,0.626,18.721676,1
9.62,1.557095024229325,1.116,15.83519,0
8.96,11.851503716507723,0.62,19.289764,1
7.93,0.7690248676621034,-0.05,12.216662,0
7.1,4.806877329437314,1.494,15.055323,0
8.06,36.980990964606704,0.758,20.92029,1
8.76,11.004961450742687,0.534,19.157715,1
8.77,0.0634031521625915,1.071,13.658619,1
8.95,9.180258537972572,0.513,18.254684,1
7.31,13.69094437870618,0.493,18.083641,1
9.84,5.892582423141979,0.434,18.34352,1
8.32,2.3458039484328377,0.936,15.879416,0
5.41,6.105290079683578,1.346,14.154814,0
8.79,1.3335875741729308,1.234,14.112289,0
8.82,13.641934114616795,0.537,19.46038,1
8.34,7.829297916915639,1.008,17.653637,0
8.81,0.1457697746793438,0.26,9.830601,0
7.89,7.945970058952184,1.027,17.663624,1
7.7,4.948180216506815,1.198,15.121499,0
8.54,10.871919741058996,0.551,18.87163,1
9.93,3.061465103166864,0.522,17.650341,1
7.83,3.453034345492807,0.104,16.00742,1
6.01,18.678666117504875,1.107,17.376165,0
9.41,12.901508302002323,0.629,19.6888,1
6.92,0.6414289187202837,1.852,6.14549,0
9.54,8.628962337377132,0.722,19.49613,1
8.9,0.9201729621830042,1.064,16.088753,0
9.6,2.265129038045949,0.415,16.691507,1
9.13,4.203879587823596,1.066,16.95924,0
4.25,48.68042145665721,0.48,17.698318,1
8.85,3.774562129284664,1.071,16.52013,0
8.22,11.176476263564716,0.614,18.612286,1
8.74,12.767607179167712,0.601,18.966614,1
11.21,21.058649506143613,1.47,22.743198,1
9.21,8.606353356638412,0.38,18.30772,1
9.1,0.3386227992572644,1.137,13.91894,0
6.67,7.045609899907959,1.349,15.546231,0
8.4,1.0076524444967931,0.413,12.915449,1
8.71,6.982174164271038,1.141,17.575274,0
8.05,12.671388778468708,0.609,17.97713,1
8.2,2.7410594406428688,1.17,15.224169,0
9.09,2.398339750900459,1.223,15.3421,0
8.85,4.103185402758813,1.273,17.13528,0
8.78,4.029758439025893,0.409,17.253025,1
8.79,5.493823546405201,0.979,16.267723,0
2.01,50.48692954377822,1.151,15.482148,0
8.61,1.460435008448746,0.444,13.588176,0
9.44,4.603685684094434,0.587,17.895409,1
9.3,11.36562219855808,0.724,19.049389,1
10.34,6.612771174262194,0.335,17.7615,1
5.87,7.027016810984719,0.635,15.457527,1
9.03,0.9099549971753768,1.751,15.036985,0
8.47,9.827347316759525,0.433,18.363186,1
8.59,1.540384672735993,0.995,16.025692,0
9.17,1.437053979183205,0.911,15.27054,0
7.37,5.246709559626868,1.086,15.496562,0
8.47,2.761546402788782,1.364,15.553203,0
7.33,5.478788698466035,1.033,16.139639,0
8.99,0.6586124871375376,1.153,14.72064,0
9.58,5.443431117360098,0.5,17.889065,1
7.55,35.87453896086654,0.753,20.432281,1
6.58,6.559720807124321,0.99,15.767942,0
8.05,1.313557671270519,0.431,15.694584,0
9.31,6.338325668391737,0.573,17.935474,1
8.44,4.22731367529057,0.556,16.952152,1
7.27,8.120547268121646,0.448,16.891396,1
4.61,24.584884938200695,1.029,16.632458,0
4.97,66.29181840074884,0.571,19.081821,1
8.34,7.028009981169594,0.96,17.096395,0
6.84,22.102279315184568,0.576,18.53825,1
9.39,4.394165427886988,0.852,16.922525,0
7.34,7.2557018062666065,0.975,16.512104,1
8.72,5.076635954254025,0.923,17.740696,0
5.66,8.872034928979131,0.939,15.416688,0
9.61,3.5055996655241346,0.563,17.403542,1
6.91,0.7611460730780515,-0.023,12.056919,1
8.8,4.058143856895634,1.031,17.409054,0
8.16,6.826917225656005,0.424,17.645386,1
7.17,22.280748226320693,0.808,18.915417,1
8.68,6.761529989976453,0.49,17.592363,1
9.67,3.88502916115646,0.397,16.928932,1
8.06,5.423928639047484,0.402,16.150242,1
7.96,16.233594593754372,0.672,19.345753,1
8.73,0.474293963839971,1.326,12.090488,0
7.62,5.179859920648367,0.98,16.595924,0
8.36,4.404634055844888,1.4,15.939369,0
9.35,14.21467057844828,0.655,20.047821,1
5.79,5.031298721431765,1.595,14.306457,0
8.25,7.782150436868978,0.416,17.656923,1
8.68,19.2481051095334,0.638,19.87274,1
10.82,5.827391558301283,0.222,18.992386,1
7.47,1.462820868667004,1.62,13.98598,0
8.51,2.524891839968097,1.576,14.786363,0
9.08,7.196487626114161,0.398,18.26162,1
9.42,10.033700661804067,0.831,19.66415,1
7.46,4.974362529635775,1.072,15.5502405,0
6.35,7.521311738418029,1.222,15.681437,0
8.68,7.050296341867525,0.3,16.607304,1
9.49,13.627040546638394,0.732,20.53355,1
7.21,4.69422110181685,0.916,15.60714,0
9.99,6.291292878495364,0.701,18.723171,1
8.83,0.1432167050050994,1.083,15.703741,1
6.72,9.01867053711251,1.176,16.318005,0
9.7,1.9672736733000835,0.348,15.734129,1
9.07,6.436800590853957,0.47,18.010841,1
8.78,8.176289321001583,0.56,17.948921,1
6.66,5.758898257870295,0.961,15.575943,0
8.98,7.526454277010808,0.403,17.888777,1
8.32,16.05961695657689,0.796,19.388916,1
9.67,0.4093107094444064,1.249,16.61583,0
6.88,27.038392132703752,0.624,19.040035,1
6.37,37.77780172426726,0.523,19.204544,1
9.78,0.490433464640478,0.598,15.006615,1
9.78,2.6130312962364304,0.384,17.12911,1
9.81,1.9173465060053057,0.54,17.129465,1
8.69,14.122872347376951,0.586,19.26472,1
6.49,11.00650603394342,0.286,16.556293,0
6.21,30.650099676016907,0.504,18.614346,1
8.49,8.069973320825024,0.528,18.11398,1
8.96,3.929552082679965,0.306,17.172321,1
6.93,4.229377338110264,0.94,15.092287,1
8.03,6.30088939618205,0.237,17.25859,1
9.44,0.338925073298975,1.069,13.257139,1
8.59,2.205428432902313,1.593,13.408939,0
10.28,3.928178364621644,0.503,19.290447,1
6.83,2.6055143031553314,1.197,14.647406,0
5.58,13.543048772626758,0.346,16.34297,1
8.58,15.831111765143351,0.648,19.718147,1
7.96,28.063108207451627,0.651,20.142403,1
8.86,4.432655303159633,1.111,16.245605,0
8.87,4.587106501130529,0.523,17.37784,1
8.12,4.182113373162858,1.039,16.72493,1
8.47,24.455877012319757,0.446,20.329956,1
5.57,9.211774647287458,-0.072,15.3387985,1
8.95,14.870415856487812,0.529,19.768787,1
7.32,13.437978575837466,0.391,18.02097,1
9.34,9.584592042476372,0.651,19.410501,1
10.9,3.1614901794526045,0.469,15.469069,1
8.45,2.601424264218821,1.214,16.081696,0
9.0,10.531446685178304,0.656,19.232475,1
8.51,1.3692491176114874,0.219,11.916206,1
7.01,5.237877323049735,1.226,15.393469,0
6.69,4.249801426138776,1.556,14.634159,0
7.07,6.806421530639244,1.166,15.964373,0
9.02,5.169432502113569,1.121,16.62569,0
8.8,2.683660210738051,1.128,16.514128,0
7.08,5.610822272197659,1.186,16.048952,0
6.56,7.118070445511251,1.074,15.468777,0
8.65,4.270456347186636,1.136,16.660301,0
4.39,10.845603473725411,1.597,14.422329,0
7.28,15.06378151005304,0.192,17.675907,1
8.29,1.6954363652140712,1.32,15.270996,0
7.31,7.000240950262621,1.068,16.519924,0
8.72,3.983619412249914,1.037,16.66416,0
6.38,7.359847290650253,0.965,15.778346,0
7.82,3.5132853318969404,1.179,15.304648,0
8.61,2.806420984772627,1.039,16.059792,0
9.33,3.8410493568986346,1.047,14.882949,0
9.54,6.918563733421033,0.52,18.877338,1
8.42,5.216266469977018,0.74,17.168682,1
8.25,1.4536309569974049,1.026,14.597565,0
8.85,13.410977762725937,0.557,19.63426,1
9.12,1.0250856526520398,1.208,14.803602,0
8.89,8.962682676375868,0.667,19.081116,0
7.47,15.0784066618132,0.468,18.362007,1
8.89,1.5725067793419094,1.001,14.784885,0
7.43,5.6180860349981545,1.061,16.067705,0
9.37,0.2448147096527013,1.308,14.141212,0
9.54,5.605290451112868,0.36,18.838692,1
5.94,10.799004663280831,1.045,15.961607,0
8.03,1.6087598381376245,1.426,7.8012123,0
8.73,15.80947965494101,0.707,19.656294,1
7.63,4.1316743390921165,1.463,15.38725,0
8.09,3.874062480129356,1.061,16.185467,0
10.24,0.4346828999577838,0.402,18.150318,1
8.85,10.60759062894177,0.618,18.448006,1
6.2,4.782774069984415,1.376,15.284519,0
9.14,3.506542336564973,1.053,16.214867,0
9.37,26.840642800100444,0.794,21.429783,1
6.08,4.649386248778643,1.216,14.981586,0
9.16,1.41143948925676,1.074,12.65485,0
7.57,1.9638623028066504,1.322,14.636499,0
7.41,5.806453356620615,1.028,16.143171,0
9.56,6.680697081965953,0.659,18.804024,1
8.84,9.209472667369454,0.517,18.579618,1
7.42,10.334056035341822,0.191,17.320017,1
8.96,8.100982878513857,0.488,18.660091,1
7.41,1.6428817820016803,1.348,14.051898,0
4.97,4.623008465860378,-0.084,13.307264,0
8.15,0.0192734156753324,1.376,11.5104885,0
8.49,3.504744367948525,1.63,14.962331,0
8.66,1.9625884480084328,1.05,15.506079,0
9.08,2.420294312913922,1.16,15.59598,1
8.75,0.9378884216149403,0.493,17.559639,1
7.26,12.065581937278267,0.962,17.361807,0
8.09,4.0239731408858255,1.365,15.936871,0
8.65,5.166098067103499,1.415,16.502714,0
9.38,3.5652271564374542,0.511,17.024584,1
8.68,3.130690423894473,1.065,16.115692,0
7.68,4.978472910455753,1.062,16.341969,0
8.27,4.3961317355004175,1.359,16.263954,0
8.8,2.540052055213514,0.17,15.798368,0
8.22,5.915374693436789,1.016,16.557266,1
6.11,8.698660769280668,0.27,15.964058,1
8.93,24.07855581819149,0.797,20.859818,1
9.21,0.8832077214520517,1.086,13.526614,0
8.32,4.170886804547266,0.361,16.69889,0
8.79,1.077812505318391,0.979,6.8002996,0
5.39,14.143390486279705,0.9,16.098816,0
8.24,11.951551047354489,0.52,18.549147,1
8.19,10.459566995892928,0.98,18.23938,0
8.61,1.4330561555855843,2.157,15.564675,0
7.94,14.45445424384679,0.824,18.636248,1
8.33,3.213976453365962,1.107,15.032221,0
8.45,6.811836338732893,0.976,17.000587,0
9.42,3.252813087927278,0.623,17.59742,1
7.98,2.598376745949652,1.068,15.276962,0
9.53,1.6296306615694771,0.691,10.806362,0
6.52,47.71319602855784,0.686,19.910315,1
8.19,2.4701954495369938,1.332,14.4421,0
9.59,0.6947978743856147,0.76,14.83609,0
9.48,0.0848759830505943,1.087,15.907785,0
7.28,5.044515770524876,1.165,16.104614,0
6.83,6.533333171515,1.429,15.208892,0
8.29,1.0975501013962792,1.183,15.548932,1
7.88,2.210985207297848,1.181,15.873953,0
8.69,2.6555461459452165,1.147,14.555931,0
9.04,0.2869683206426079,1.322,16.029701,0
7.21,13.996062838664535,0.406,18.015343,1
9.2,4.053187683663467,1.517,17.849873,0
8.76,3.563921376854452,1.044,17.050056,0
8.92,5.634096593741904,0.417,17.10244,1
9.38,9.687741523109455,0.578,19.774097,1
5.29,5.264642953501688,1.478,13.923636,0
9.11,3.302489317994503,0.924,15.992885,0
10.14,7.070723059342987,0.596,19.93282,1
9.74,5.692513452097691,0.737,18.484814,1
6.69,4.831307509056378,-0.006,15.167408,1
8.41,6.552809627926749,0.563,17.50113,1
2.82,133.50216980786087,0.618,18.451956,1
5.28,7.8029148315587165,0.972,14.596615,0
6.53,6.989452915225616,1.041,16.037292,0
9.06,4.783631271276313,0.438,18.004375,1
7.7,10.893225829154389,0.559,17.593185,1
9.4,7.195965672938447,0.51,18.396702,1
8.24,4.183093896300923,1.289,15.871696,0
